-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 01/01/2023 
Location: Latitude  32.87   Longitude 13.15 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 17.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS50M,ALLSKY_SFC_SW_DWN
2022,7,19,23,26.55,5.93,0.0
2022,7,20,0,26.31,5.51,0.0
2022,7,20,1,26.12,5.14,0.0
2022,7,20,2,25.94,4.87,0.0
2022,7,20,3,25.78,4.75,0.0
2022,7,20,4,25.63,4.6,0.0
2022,7,20,5,25.73,4.34,25.98
2022,7,20,6,26.58,3.95,182.3
2022,7,20,7,27.75,3.61,396.11
2022,7,20,8,28.89,3.15,597.97
2022,7,20,9,29.72,2.82,767.22
2022,7,20,10,30.32,2.92,894.52
2022,7,20,11,30.62,3.68,954.08
2022,7,20,12,30.7,4.69,926.41
2022,7,20,13,30.66,5.6,895.4
2022,7,20,14,30.55,6.25,791.88
2022,7,20,15,30.37,6.66,608.48
2022,7,20,16,30.12,6.92,446.59
2022,7,20,17,29.82,7.23,259.15
2022,7,20,18,29.31,7.5,65.98
2022,7,20,19,28.68,7.59,0.0
2022,7,20,20,28.23,7.48,0.0
2022,7,20,21,27.9,7.16,0.0
2022,7,20,22,27.55,6.78,0.0
2022,7,20,23,27.16,6.37,0.0
2022,7,21,0,26.79,5.89,0.0
2022,7,21,1,26.42,5.44,0.0
2022,7,21,2,26.06,5.0,0.0
2022,7,21,3,25.76,4.53,0.0
2022,7,21,4,25.5,4.05,0.0
2022,7,21,5,25.52,3.61,26.04
2022,7,21,6,26.43,2.99,184.61
2022,7,21,7,27.82,2.31,396.55
2022,7,21,8,29.17,2.27,598.86
2022,7,21,9,29.81,2.44,768.6
2022,7,21,10,30.35,2.71,902.75
2022,7,21,11,30.65,3.16,965.97
2022,7,21,12,30.76,3.8,947.52
2022,7,21,13,30.71,4.52,914.72
2022,7,21,14,30.53,5.13,816.23
2022,7,21,15,30.25,5.56,660.94
2022,7,21,16,29.91,5.82,474.49
2022,7,21,17,29.49,5.98,266.93
2022,7,21,18,28.9,6.02,70.66
2022,7,21,19,28.26,5.87,0.0
2022,7,21,20,27.87,5.76,0.0
2022,7,21,21,27.55,5.7,0.0
2022,7,21,22,27.23,5.68,0.0
2022,7,21,23,26.93,5.66,0.0
2022,7,22,0,26.64,5.53,0.0
2022,7,22,1,26.37,5.26,0.0
2022,7,22,2,26.12,4.8,0.0
2022,7,22,3,25.89,4.26,0.0
2022,7,22,4,25.69,3.61,0.0
2022,7,22,5,25.73,2.94,24.2
2022,7,22,6,26.53,2.31,189.68
2022,7,22,7,27.41,1.87,407.59
2022,7,22,8,28.58,1.65,614.1
2022,7,22,9,29.33,1.63,784.1
2022,7,22,10,29.73,2.05,911.19
2022,7,22,11,30.14,2.85,910.37
2022,7,22,12,30.35,3.81,954.48
2022,7,22,13,30.4,4.75,917.7
2022,7,22,14,30.34,5.51,823.48
2022,7,22,15,30.18,6.04,666.05
2022,7,22,16,29.94,6.3,479.52
2022,7,22,17,29.6,6.37,269.23
2022,7,22,18,29.12,6.24,70.45
2022,7,22,19,28.47,6.14,0.0
2022,7,22,20,28.03,6.28,0.0
2022,7,22,21,27.63,6.38,0.0
2022,7,22,22,27.22,6.36,0.0
2022,7,22,23,26.86,6.2,0.0
2022,7,23,0,26.51,5.84,0.0
2022,7,23,1,26.17,5.41,0.0
2022,7,23,2,25.84,5.07,0.0
2022,7,23,3,25.52,4.83,0.0
2022,7,23,4,25.26,4.64,0.0
2022,7,23,5,25.28,4.36,24.25
2022,7,23,6,26.16,3.93,180.5
2022,7,23,7,27.36,3.98,393.88
2022,7,23,8,28.68,4.08,599.99
2022,7,23,9,29.55,3.87,770.45
2022,7,23,10,30.12,3.63,908.34
2022,7,23,11,30.53,3.65,973.39
2022,7,23,12,30.94,4.12,952.45
2022,7,23,13,31.17,5.06,920.52
2022,7,23,14,31.18,6.26,824.39
2022,7,23,15,31.0,7.4,670.7
2022,7,23,16,30.67,8.33,478.71
2022,7,23,17,30.13,9.01,268.29
2022,7,23,18,29.42,9.4,69.6
2022,7,23,19,28.73,9.1,0.0
2022,7,23,20,28.32,8.36,0.0
2022,7,23,21,28.0,7.69,0.0
2022,7,23,22,27.64,7.1,0.0
2022,7,23,23,27.26,6.56,0.0
2022,7,24,0,26.91,6.06,0.0
2022,7,24,1,26.59,5.63,0.0
2022,7,24,2,26.3,5.27,0.0
2022,7,24,3,26.04,4.97,0.0
2022,7,24,4,25.79,4.67,0.0
2022,7,24,5,25.76,4.46,25.28
2022,7,24,6,26.61,4.05,189.87
2022,7,24,7,28.14,3.66,406.66
2022,7,24,8,29.52,3.36,616.2
2022,7,24,9,30.1,2.87,788.52
2022,7,24,10,30.82,2.28,923.18
2022,7,24,11,31.51,1.88,981.71
2022,7,24,12,31.73,2.38,979.66
2022,7,24,13,31.59,3.67,944.26
2022,7,24,14,31.38,5.05,843.27
2022,7,24,15,31.05,6.2,687.91
2022,7,24,16,30.57,6.98,493.66
2022,7,24,17,29.87,7.35,279.8
2022,7,24,18,29.15,7.46,73.85
2022,7,24,19,28.42,7.13,0.0
2022,7,24,20,28.09,6.45,0.0
2022,7,24,21,27.78,5.78,0.0
2022,7,24,22,27.44,5.06,0.0
2022,7,24,23,27.08,4.33,0.0
2022,7,25,0,26.76,3.66,0.0
2022,7,25,1,26.45,3.1,0.0
2022,7,25,2,26.18,2.69,0.0
2022,7,25,3,25.89,2.52,0.0
2022,7,25,4,25.73,2.57,0.0
2022,7,25,5,25.8,2.67,24.41
2022,7,25,6,26.76,2.54,188.05
2022,7,25,7,28.26,1.82,405.96
2022,7,25,8,29.53,1.39,616.65
2022,7,25,9,30.14,2.02,789.94
2022,7,25,10,30.55,3.01,926.54
2022,7,25,11,30.8,4.0,985.24
2022,7,25,12,30.92,4.79,976.59
2022,7,25,13,30.9,5.2,939.84
2022,7,25,14,30.83,5.31,839.74
2022,7,25,15,30.67,5.15,683.66
2022,7,25,16,30.44,4.84,489.75
2022,7,25,17,30.1,4.39,275.76
2022,7,25,18,29.56,3.83,71.18
2022,7,25,19,28.68,3.21,0.0
2022,7,25,20,28.31,2.45,0.0
2022,7,25,21,28.11,1.61,0.0
2022,7,25,22,27.98,0.75,0.0
2022,7,25,23,27.74,0.66,0.0
2022,7,26,0,27.39,1.33,0.0
2022,7,26,1,27.02,1.93,0.0
2022,7,26,2,26.72,2.37,0.0
2022,7,26,3,26.48,2.77,0.0
2022,7,26,4,26.32,3.08,0.0
2022,7,26,5,26.32,3.36,23.46
2022,7,26,6,27.3,3.61,186.95
2022,7,26,7,28.43,3.41,407.34
2022,7,26,8,29.6,2.87,617.96
2022,7,26,9,30.42,2.87,789.89
2022,7,26,10,30.9,3.26,923.74
2022,7,26,11,31.21,3.79,982.97
2022,7,26,12,31.4,4.31,990.47
2022,7,26,13,31.5,4.72,949.1
2022,7,26,14,31.5,5.03,848.48
2022,7,26,15,31.4,5.15,689.61
2022,7,26,16,31.22,4.82,493.23
2022,7,26,17,30.96,4.13,276.64
2022,7,26,18,30.36,3.15,70.39
2022,7,26,19,29.55,2.13,0.0
2022,7,26,20,29.52,1.31,0.0
2022,7,26,21,29.51,0.89,0.0
2022,7,26,22,29.39,1.38,0.0
2022,7,26,23,29.19,2.26,0.0
2022,7,27,0,28.88,3.04,0.0
2022,7,27,1,28.46,3.69,0.0
2022,7,27,2,28.05,4.19,0.0
2022,7,27,3,27.73,4.65,0.0
2022,7,27,4,27.45,5.0,0.0
2022,7,27,5,27.37,5.32,22.13
2022,7,27,6,28.32,5.42,181.56
2022,7,27,7,29.33,4.54,403.59
2022,7,27,8,30.4,3.6,614.56
2022,7,27,9,31.0,3.29,785.95
2022,7,27,10,31.48,3.25,919.24
2022,7,27,11,31.83,3.5,977.38
2022,7,27,12,32.01,3.99,971.21
2022,7,27,13,32.06,4.52,930.23
2022,7,27,14,32.03,4.86,830.42
2022,7,27,15,31.89,4.87,671.12
2022,7,27,16,31.65,4.52,475.72
2022,7,27,17,31.3,3.85,261.38
2022,7,27,18,30.65,3.05,62.7
2022,7,27,19,29.75,2.43,0.0
2022,7,27,20,29.48,2.12,0.0
2022,7,27,21,29.34,2.03,0.0
2022,7,27,22,29.19,1.99,0.0
2022,7,27,23,29.05,1.82,0.0
2022,7,28,0,28.94,1.49,0.0
2022,7,28,1,28.77,1.04,0.0
2022,7,28,2,28.58,0.55,0.0
2022,7,28,3,28.37,0.21,0.0
2022,7,28,4,28.08,0.35,0.0
2022,7,28,5,27.82,0.62,19.1
2022,7,28,6,28.15,1.01,157.83
2022,7,28,7,29.26,1.41,369.83
2022,7,28,8,30.33,2.03,576.52
2022,7,28,9,30.87,2.88,747.99
2022,7,28,10,31.16,3.67,882.27
2022,7,28,11,31.33,4.29,945.76
2022,7,28,12,31.38,4.77,943.04
2022,7,28,13,31.35,5.11,900.7
2022,7,28,14,31.21,5.31,803.84
2022,7,28,15,30.93,5.37,644.74
2022,7,28,16,30.58,5.34,450.41
2022,7,28,17,30.14,5.19,241.59
2022,7,28,18,29.54,4.9,54.8
2022,7,28,19,28.89,4.48,0.0
2022,7,28,20,28.48,4.01,0.0
2022,7,28,21,28.17,3.41,0.0
2022,7,28,22,27.94,2.81,0.0
2022,7,28,23,27.77,2.32,0.0
2022,7,29,0,27.65,1.83,0.0
2022,7,29,1,27.51,1.4,0.0
2022,7,29,2,27.35,1.23,0.0
2022,7,29,3,27.15,1.42,0.0
2022,7,29,4,26.93,1.66,0.0
2022,7,29,5,26.77,1.78,19.15
2022,7,29,6,27.19,1.89,166.88
2022,7,29,7,27.8,2.01,389.05
2022,7,29,8,28.68,2.15,598.05
2022,7,29,9,29.64,2.54,770.76
2022,7,29,10,30.51,3.21,906.33
2022,7,29,11,31.12,3.93,962.88
2022,7,29,12,31.51,4.57,960.88
2022,7,29,13,31.71,5.13,916.66
2022,7,29,14,31.8,5.58,821.62
2022,7,29,15,31.76,5.95,664.51
2022,7,29,16,31.58,6.3,471.57
2022,7,29,17,31.15,6.64,258.56
2022,7,29,18,30.43,6.86,60.64
2022,7,29,19,29.44,6.97,0.0
2022,7,29,20,28.75,6.89,0.0
2022,7,29,21,28.3,6.59,0.0
2022,7,29,22,27.96,6.09,0.0
2022,7,29,23,27.66,5.56,0.0
2022,7,30,0,27.4,5.07,0.0
2022,7,30,1,27.15,4.68,0.0
2022,7,30,2,26.94,4.4,0.0
2022,7,30,3,26.77,4.21,0.0
2022,7,30,4,26.64,4.08,0.0
2022,7,30,5,26.65,3.96,20.1
2022,7,30,6,27.48,3.62,179.58
2022,7,30,7,28.44,3.27,401.77
2022,7,30,8,29.83,3.36,609.77
2022,7,30,9,31.01,3.6,780.69
2022,7,30,10,31.92,3.86,913.44
2022,7,30,11,32.62,4.09,973.12
2022,7,30,12,33.01,4.42,974.36
2022,7,30,13,33.14,4.89,931.73
2022,7,30,14,33.08,5.41,833.23
2022,7,30,15,32.89,5.87,670.79
2022,7,30,16,32.51,6.19,476.69
2022,7,30,17,31.92,6.33,262.4
2022,7,30,18,31.07,6.25,62.21
2022,7,30,19,30.15,5.98,0.0
2022,7,30,20,29.47,5.48,0.0
2022,7,30,21,28.91,4.82,0.0
2022,7,30,22,28.53,4.21,0.0
2022,7,30,23,28.3,3.65,0.0
2022,7,31,0,28.22,3.04,0.0
2022,7,31,1,28.26,2.43,0.0
2022,7,31,2,28.35,1.68,0.0
2022,7,31,3,28.46,0.62,0.0
2022,7,31,4,28.31,0.71,0.0
2022,7,31,5,27.87,1.96,18.95
2022,7,31,6,28.24,2.77,174.25
2022,7,31,7,29.02,3.31,393.77
2022,7,31,8,29.93,3.89,600.55
2022,7,31,9,30.58,4.55,772.38
2022,7,31,10,31.02,5.23,903.38
2022,7,31,11,31.28,5.74,937.6
2022,7,31,12,31.36,6.07,973.76
2022,7,31,13,31.3,6.26,927.5
2022,7,31,14,31.12,6.41,828.23
2022,7,31,15,30.81,6.56,665.56
2022,7,31,16,30.37,6.48,472.6
2022,7,31,17,29.82,6.0,258.55
2022,7,31,18,29.11,5.09,59.15
2022,7,31,19,28.47,3.96,0.0
2022,7,31,20,28.1,3.0,0.0
2022,7,31,21,27.87,2.34,0.0
2022,7,31,22,27.75,2.07,0.0
2022,7,31,23,27.58,2.3,0.0
2022,8,1,0,27.4,2.9,0.0
2022,8,1,1,27.27,3.44,0.0
2022,8,1,2,27.2,3.5,0.0
2022,8,1,3,27.12,3.06,0.0
2022,8,1,4,27.02,2.92,0.0
2022,8,1,5,27.03,3.53,17.02
2022,8,1,6,27.78,4.08,157.1
2022,8,1,7,28.32,4.24,371.45
2022,8,1,8,28.89,4.25,574.62
2022,8,1,9,29.47,4.23,753.59
2022,8,1,10,29.85,4.26,889.12
2022,8,1,11,30.04,4.26,947.41
2022,8,1,12,30.17,4.27,940.05
2022,8,1,13,30.19,4.43,896.38
2022,8,1,14,30.07,4.9,797.39
2022,8,1,15,29.76,5.38,635.28
2022,8,1,16,29.4,5.63,444.29
2022,8,1,17,28.95,5.43,236.27
2022,8,1,18,28.42,4.88,50.43
2022,8,1,19,28.05,4.47,0.0
2022,8,1,20,27.88,4.12,0.0
2022,8,1,21,27.69,3.61,0.0
2022,8,1,22,27.51,3.07,0.0
2022,8,1,23,27.36,2.69,0.0
2022,8,2,0,27.21,2.5,0.0
2022,8,2,1,27.09,2.47,0.0
2022,8,2,2,26.99,2.42,0.0
2022,8,2,3,26.86,2.27,0.0
2022,8,2,4,26.78,1.96,0.0
2022,8,2,5,26.76,1.57,15.42
2022,8,2,6,27.18,1.12,149.08
2022,8,2,7,27.8,0.67,369.23
2022,8,2,8,28.89,0.65,579.5
2022,8,2,9,29.78,1.52,752.05
2022,8,2,10,30.26,2.51,883.49
2022,8,2,11,30.46,3.53,946.38
2022,8,2,12,30.5,4.45,958.27
2022,8,2,13,30.41,5.16,913.52
2022,8,2,14,30.29,5.69,810.75
2022,8,2,15,30.07,6.07,647.83
2022,8,2,16,29.76,6.27,456.56
2022,8,2,17,29.36,6.24,246.55
2022,8,2,18,28.83,6.03,53.38
2022,8,2,19,28.42,5.72,0.0
2022,8,2,20,28.21,5.41,0.0
2022,8,2,21,28.01,5.14,0.0
2022,8,2,22,27.82,5.09,0.0
2022,8,2,23,27.67,5.22,0.0
2022,8,3,0,27.51,5.31,0.0
2022,8,3,1,27.37,5.35,0.0
2022,8,3,2,27.25,5.31,0.0
2022,8,3,3,27.13,5.24,0.0
2022,8,3,4,26.94,4.99,0.0
2022,8,3,5,26.82,4.63,16.18
2022,8,3,6,27.37,4.23,161.75
2022,8,3,7,27.95,4.01,379.6
2022,8,3,8,28.73,4.03,586.92
2022,8,3,9,29.48,4.21,756.05
2022,8,3,10,30.13,4.51,885.01
2022,8,3,11,30.6,5.12,941.19
2022,8,3,12,30.88,6.03,932.09
2022,8,3,13,30.98,7.03,893.34
2022,8,3,14,30.89,7.99,794.41
2022,8,3,15,30.62,8.87,635.2
2022,8,3,16,30.15,9.7,450.61
2022,8,3,17,29.63,10.33,242.2
2022,8,3,18,29.15,10.47,50.54
2022,8,3,19,28.83,10.09,0.0
2022,8,3,20,28.7,9.45,0.0
2022,8,3,21,28.55,8.72,0.0
2022,8,3,22,28.32,8.17,0.0
2022,8,3,23,28.04,7.72,0.0
2022,8,4,0,27.8,7.34,0.0
2022,8,4,1,27.6,7.02,0.0
2022,8,4,2,27.4,6.81,0.0
2022,8,4,3,27.23,6.76,0.0
2022,8,4,4,27.08,6.7,0.0
2022,8,4,5,27.02,6.51,14.98
2022,8,4,6,27.44,6.16,153.34
2022,8,4,7,27.91,5.74,365.66
2022,8,4,8,28.58,5.41,572.59
2022,8,4,9,29.39,5.22,749.2
2022,8,4,10,30.09,5.1,858.7
2022,8,4,11,30.54,5.21,932.11
2022,8,4,12,30.87,5.7,917.9
2022,8,4,13,31.11,6.51,876.16
2022,8,4,14,31.05,7.46,794.06
2022,8,4,15,30.85,8.43,635.92
2022,8,4,16,30.51,9.21,444.99
2022,8,4,17,29.92,9.86,237.52
2022,8,4,18,29.12,10.16,47.28
2022,8,4,19,28.57,9.89,0.0
2022,8,4,20,28.39,9.5,0.0
2022,8,4,21,28.25,8.93,0.0
2022,8,4,22,28.06,8.38,0.0
2022,8,4,23,27.87,7.89,0.0
2022,8,5,0,27.65,7.37,0.0
2022,8,5,1,27.44,6.92,0.0
2022,8,5,2,27.24,6.53,0.0
2022,8,5,3,27.06,6.27,0.0
2022,8,5,4,26.92,6.01,0.0
2022,8,5,5,26.94,5.75,13.11
2022,8,5,6,27.66,5.4,135.52
2022,8,5,7,28.36,5.07,335.58
2022,8,5,8,29.27,4.7,528.22
2022,8,5,9,30.19,4.28,740.7
2022,8,5,10,30.78,3.78,864.7
2022,8,5,11,31.21,3.52,947.69
2022,8,5,12,31.48,4.1,915.34
2022,8,5,13,31.51,5.22,890.05
2022,8,5,14,31.34,6.25,786.52
2022,8,5,15,30.97,6.94,627.12
2022,8,5,16,30.52,7.41,436.39
2022,8,5,17,30.01,7.66,233.45
2022,8,5,18,29.37,7.57,46.48
2022,8,5,19,28.87,7.09,0.0
2022,8,5,20,28.59,6.53,0.0
2022,8,5,21,28.31,5.94,0.0
2022,8,5,22,28.01,5.56,0.0
2022,8,5,23,27.78,5.3,0.0
2022,8,6,0,27.53,4.94,0.0
2022,8,6,1,27.3,4.56,0.0
2022,8,6,2,27.08,4.18,0.0
2022,8,6,3,26.87,3.87,0.0
2022,8,6,4,26.65,3.53,0.0
2022,8,6,5,26.51,3.31,14.34
2022,8,6,6,27.21,3.14,155.34
2022,8,6,7,28.08,2.72,370.62
2022,8,6,8,29.37,2.04,578.82
2022,8,6,9,30.49,1.4,752.95
2022,8,6,10,31.53,1.24,887.73
2022,8,6,11,32.17,1.72,948.96
2022,8,6,12,32.29,2.52,942.99
2022,8,6,13,32.18,3.4,899.43
2022,8,6,14,31.99,4.18,795.59
2022,8,6,15,31.71,4.69,632.03
2022,8,6,16,31.33,4.94,434.81
2022,8,6,17,30.85,4.9,219.21
2022,8,6,18,30.24,4.81,41.52
2022,8,6,19,29.63,4.76,0.0
2022,8,6,20,29.21,4.55,0.0
2022,8,6,21,28.86,4.02,0.0
2022,8,6,22,28.58,3.6,0.0
2022,8,6,23,28.37,3.42,0.0
2022,8,7,0,28.16,3.31,0.0
2022,8,7,1,27.98,3.1,0.0
2022,8,7,2,27.85,2.8,0.0
2022,8,7,3,27.76,2.45,0.0
2022,8,7,4,27.71,1.81,0.0
2022,8,7,5,27.78,0.98,13.01
2022,8,7,6,28.36,0.16,147.05
2022,8,7,7,29.51,1.43,362.27
2022,8,7,8,30.35,2.26,570.57
2022,8,7,9,30.81,2.99,745.01
2022,8,7,10,31.17,3.75,878.62
2022,8,7,11,31.37,4.54,916.52
2022,8,7,12,31.43,5.35,929.79
2022,8,7,13,31.37,6.04,892.48
2022,8,7,14,31.19,6.5,789.77
2022,8,7,15,30.93,6.65,629.35
2022,8,7,16,30.56,6.56,439.91
2022,8,7,17,30.07,6.29,225.16
2022,8,7,18,29.44,5.83,43.41
2022,8,7,19,28.83,5.24,0.0
2022,8,7,20,28.47,4.59,0.0
2022,8,7,21,28.16,3.86,0.0
2022,8,7,22,27.98,3.07,0.0
2022,8,7,23,27.94,2.37,0.0
2022,8,8,0,27.95,1.81,0.0
2022,8,8,1,27.92,1.47,0.0
2022,8,8,2,27.83,1.4,0.0
2022,8,8,3,27.69,1.56,0.0
2022,8,8,4,27.41,1.9,0.0
2022,8,8,5,27.08,2.34,12.57
2022,8,8,6,27.51,2.76,143.21
2022,8,8,7,27.98,3.03,355.12
2022,8,8,8,28.62,3.14,563.52
2022,8,8,9,29.37,3.32,735.24
2022,8,8,10,29.98,3.81,863.19
2022,8,8,11,30.35,4.47,928.51
2022,8,8,12,30.51,5.15,913.9
2022,8,8,13,30.58,5.68,845.77
2022,8,8,14,30.53,5.98,730.56
2022,8,8,15,30.44,5.99,591.55
2022,8,8,16,30.26,5.79,414.0
2022,8,8,17,29.92,5.41,209.36
2022,8,8,18,29.41,4.93,39.06
2022,8,8,19,28.87,4.35,0.0
2022,8,8,20,28.55,3.76,0.0
2022,8,8,21,28.33,3.17,0.0
2022,8,8,22,28.16,2.65,0.0
2022,8,8,23,28.04,2.27,0.0
2022,8,9,0,27.89,2.12,0.0
2022,8,9,1,27.71,2.28,0.0
2022,8,9,2,27.55,2.68,0.0
2022,8,9,3,27.44,3.11,0.0
2022,8,9,4,27.4,3.29,0.0
2022,8,9,5,27.49,3.18,11.68
2022,8,9,6,28.24,2.89,140.53
2022,8,9,7,28.8,2.61,350.73
2022,8,9,8,29.51,2.43,559.05
2022,8,9,9,30.22,2.51,734.2
2022,8,9,10,30.73,2.93,863.05
2022,8,9,11,31.11,3.56,928.73
2022,8,9,12,31.27,4.3,917.66
2022,8,9,13,31.29,5.0,848.42
2022,8,9,14,31.15,5.56,736.77
2022,8,9,15,30.93,5.88,584.52
2022,8,9,16,30.59,5.88,426.34
2022,8,9,17,30.12,5.58,214.89
2022,8,9,18,29.55,5.11,40.21
2022,8,9,19,29.05,4.65,0.0
2022,8,9,20,28.7,4.22,0.0
2022,8,9,21,28.41,3.7,0.0
2022,8,9,22,28.15,3.28,0.0
2022,8,9,23,27.92,2.9,0.0
2022,8,10,0,27.72,2.49,0.0
2022,8,10,1,27.51,2.16,0.0
2022,8,10,2,27.33,1.9,0.0
2022,8,10,3,27.15,1.65,0.0
2022,8,10,4,27.05,1.25,0.0
2022,8,10,5,27.01,0.81,10.99
2022,8,10,6,27.43,0.58,127.98
2022,8,10,7,28.08,0.57,351.09
2022,8,10,8,28.98,1.02,569.4
2022,8,10,9,29.8,1.71,743.36
2022,8,10,10,30.28,2.5,872.91
2022,8,10,11,30.48,3.35,932.61
2022,8,10,12,30.53,4.26,918.41
2022,8,10,13,30.44,5.04,872.3
2022,8,10,14,30.21,5.57,780.76
2022,8,10,15,29.89,5.78,624.7
2022,8,10,16,29.51,5.74,428.77
2022,8,10,17,29.05,5.42,211.58
2022,8,10,18,28.52,4.86,37.94
2022,8,10,19,28.14,4.2,0.0
2022,8,10,20,27.91,3.52,0.0
2022,8,10,21,27.71,2.82,0.0
2022,8,10,22,27.56,2.07,0.0
2022,8,10,23,27.52,1.46,0.0
2022,8,11,0,27.47,1.21,0.0
2022,8,11,1,27.33,1.48,0.0
2022,8,11,2,27.15,1.9,0.0
2022,8,11,3,27.0,2.24,0.0
2022,8,11,4,26.9,2.34,0.0
2022,8,11,5,26.86,2.23,10.54
2022,8,11,6,27.51,1.95,128.82
2022,8,11,7,28.16,1.41,345.05
2022,8,11,8,29.01,1.72,562.39
2022,8,11,9,29.76,2.66,740.02
2022,8,11,10,30.17,3.44,868.37
2022,8,11,11,30.37,4.12,931.15
2022,8,11,12,30.4,4.7,911.34
2022,8,11,13,30.33,5.16,894.87
2022,8,11,14,30.19,5.5,778.09
2022,8,11,15,29.94,5.76,625.13
2022,8,11,16,29.58,5.79,425.82
2022,8,11,17,29.17,5.52,208.57
2022,8,11,18,28.65,5.0,36.99
2022,8,11,19,28.3,4.36,0.0
2022,8,11,20,28.06,3.7,0.0
2022,8,11,21,27.83,3.03,0.0
2022,8,11,22,27.63,2.37,0.0
2022,8,11,23,27.48,1.8,0.0
2022,8,12,0,27.32,1.38,0.0
2022,8,12,1,27.11,1.2,0.0
2022,8,12,2,26.89,1.12,0.0
2022,8,12,3,26.71,0.99,0.0
2022,8,12,4,26.52,0.82,0.0
2022,8,12,5,26.37,0.87,10.48
2022,8,12,6,26.77,1.12,135.72
2022,8,12,7,27.37,1.69,353.13
2022,8,12,8,28.12,2.71,562.48
2022,8,12,9,28.76,3.93,737.44
2022,8,12,10,29.18,4.99,860.5
2022,8,12,11,29.5,5.83,917.75
2022,8,12,12,29.65,6.47,872.3
2022,8,12,13,29.73,6.9,832.88
2022,8,12,14,29.75,7.05,746.5
2022,8,12,15,29.65,6.89,613.5
2022,8,12,16,29.46,6.46,426.05
2022,8,12,17,29.11,5.94,209.4
2022,8,12,18,28.66,5.42,36.38
2022,8,12,19,28.34,4.9,0.0
2022,8,12,20,28.12,4.43,0.0
2022,8,12,21,27.94,3.97,0.0
2022,8,12,22,27.8,3.56,0.0
2022,8,12,23,27.68,3.19,0.0
2022,8,13,0,27.56,2.83,0.0
2022,8,13,1,27.43,2.57,0.0
2022,8,13,2,27.31,2.46,0.0
2022,8,13,3,27.19,2.5,0.0
2022,8,13,4,27.02,2.63,0.0
2022,8,13,5,26.89,2.72,11.31
2022,8,13,6,27.46,2.67,154.35
2022,8,13,7,27.94,2.59,375.45
2022,8,13,8,28.59,2.59,586.56
2022,8,13,9,29.3,2.77,760.96
2022,8,13,10,29.92,3.01,884.76
2022,8,13,11,30.41,3.28,963.29
2022,8,13,12,30.76,3.56,941.13
2022,8,13,13,30.97,3.82,901.04
2022,8,13,14,31.03,3.93,790.96
2022,8,13,15,30.97,3.78,628.57
2022,8,13,16,30.84,3.19,431.16
2022,8,13,17,30.65,2.24,211.61
2022,8,13,18,30.26,1.26,35.41
2022,8,13,19,29.77,1.44,0.0
2022,8,13,20,29.51,2.54,0.0
2022,8,13,21,29.24,3.78,0.0
2022,8,13,22,28.99,5.19,0.0
2022,8,13,23,28.83,6.45,0.0
2022,8,14,0,28.69,7.15,0.0
2022,8,14,1,28.48,7.59,0.0
2022,8,14,2,28.29,7.84,0.0
2022,8,14,3,28.1,7.87,0.0
2022,8,14,4,27.94,7.86,0.0
2022,8,14,5,27.86,7.95,9.92
2022,8,14,6,28.58,7.76,131.81
2022,8,14,7,29.62,7.03,339.64
2022,8,14,8,31.31,6.98,548.8
2022,8,14,9,32.51,7.27,726.13
2022,8,14,10,33.37,7.92,856.41
2022,8,14,11,33.91,8.6,922.48
2022,8,14,12,34.16,9.0,933.2
2022,8,14,13,34.19,9.05,885.83
2022,8,14,14,34.01,8.85,771.44
2022,8,14,15,33.65,8.36,605.66
2022,8,14,16,33.11,7.5,406.63
2022,8,14,17,32.26,6.23,190.6
2022,8,14,18,31.12,4.97,30.67
2022,8,14,19,30.25,4.41,0.0
2022,8,14,20,29.81,4.07,0.0
2022,8,14,21,29.47,3.65,0.0
2022,8,14,22,29.25,3.31,0.0
2022,8,14,23,29.17,3.24,0.0
2022,8,15,0,29.22,3.41,0.0
2022,8,15,1,29.38,3.75,0.0
2022,8,15,2,29.61,4.2,0.0
2022,8,15,3,29.8,4.57,0.0
2022,8,15,4,29.93,4.61,0.0
2022,8,15,5,29.98,4.29,9.19
2022,8,15,6,30.6,3.67,119.55
2022,8,15,7,31.15,2.51,322.18
2022,8,15,8,31.87,1.64,532.35
2022,8,15,9,32.58,1.59,713.02
2022,8,15,10,33.53,2.18,846.29
2022,8,15,11,34.16,3.13,918.67
2022,8,15,12,34.51,3.95,923.99
2022,8,15,13,34.69,4.17,880.37
2022,8,15,14,34.94,3.74,764.62
2022,8,15,15,35.21,2.92,597.27
2022,8,15,16,35.4,2.44,396.55
2022,8,15,17,34.98,3.25,181.55
2022,8,15,18,33.43,5.13,28.57
2022,8,15,19,32.61,7.01,0.0
2022,8,15,20,32.4,8.35,0.0
2022,8,15,21,32.16,8.86,0.0
2022,8,15,22,31.84,8.8,0.0
2022,8,15,23,31.55,8.46,0.0
2022,8,16,0,31.29,8.03,0.0
